cycle,basename,failure_type,gemini_name,gemini_const,gemini_party,manifest_name,manifest_const,manifest_party,manifest_aff_id,ocr_char_count,ocr_sample
uttarpradesh-2022,RAM_MAGAN__9416.pdf,both_empty,,,,RAM MAGAN,Haidergarh,Samajwadi Party,9416,0,                        
uttarpradesh-2022,RAM_NARESH_AGNIHOTRI__6436.pdf,both_empty,,,,RAM NARESH AGNIHOTRI,Bhongaon,Bharatiya Janata Party,6436,0,               
uttarpradesh-2022,RAM_PRAKASH_PRAJAPATI__4673.pdf,both_empty,,,,RAM PRAKASH PRAJAPATI,Hamirpur,Samajwadi Party,4673,0,          
uttarpradesh-2022,RAM_SHARAN_RAJPUT__7199.pdf,empty_const,RAMSHARAN,,,RAM SHARAN RAJPUT,Tirwa,Vikas Insaf Party,7199,2711,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAM_SINGH__9260.pdf,both_empty,,,,RAM SINGH,Patti,Samajwadi Party,9260,0,                     
uttarpradesh-2022,RANJEET_SUMAN__3477.pdf,both_empty,,,,RANJEET SUMAN,Jalesar,Samajwadi Party,3477,0,         
uttarpradesh-2022,RAVENDRA_PAL_SINGH__3448.pdf,empty_const,Ravendra Pal Singh,,BJP,RAVENDRA PAL SINGH,Chharra,Bharatiya Janata Party,3448,2937,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAVI_SHARMA__6691.pdf,both_empty,,,,RAVI SHARMA,Jhansi Nagar,Bharatiya Janata Party,6691,0,             
uttarpradesh-2022,REKHA_VERMA__5753.pdf,both_empty,,,,REKHA VERMA,Bidhuna,Samajwadi Party,5753,0,           
uttarpradesh-2022,RICHA_SINGH__10345.pdf,both_empty,,,,RICHA SINGH,Allahabad West,Samajwadi Party,10345,0,             
uttarpradesh-2022,RIYA_SHAKYA__5069.pdf,both_empty,,,,RIYA SHAKYA,Bidhuna,Bharatiya Janata Party,5069,0,           
uttarpradesh-2022,ROHIT_SHUKLA__13522.pdf,empty_const,ROHIT SHUKLA,,,ROHIT SHUKLA,Majhawan,Samajwadi Party,13522,2377,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,ROSHAN_LAL_VERMA__1577.pdf,empty_const,ETHRIST 3R,,,ROSHAN LAL VERMA,Tilhar,Samajwadi Party,1577,6024,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SACHIN_YADAV__2337.pdf,both_empty,,,,SACHIN YADAV,Jasrana,Samajwadi Party,2337,0,                      
uttarpradesh-2022,SAIFURRAHAMAN_URF_CHHUTTAN_BHAI__4886.pdf,both_empty,,,,SAIFURRAHAMAN URF CHHUTTAN BHAI,Firozabad,Samajwadi Party,4886,0,                     
uttarpradesh-2022,SAKENDRA_PRATAP__9281.pdf,both_empty,,,,SAKENDRA PRATAP,Kursi,Bharatiya Janata Party,9281,0,                         
uttarpradesh-2022,SALIL_VISHNOI__3058.pdf,both_empty,,,,SALIL VISHNOI,Sishamau,Bharatiya Janata Party,3058,0,              
uttarpradesh-2022,SAMARPAL_SINGH__4081.pdf,empty_const,SAMARPAL SINGH,,,SAMARPAL SINGH,Naugawan Sadat,Samajwadi Party,4081,2977,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SANDEEP_SINGH__8771.pdf,both_empty,,,,SANDEEP SINGH,Meja,Samajwadi Party,8771,0,            
uttarpradesh-2022,SANDEEP_YADAV__9137.pdf,both_empty,,,,SANDEEP YADAV,Allahabad North,Samajwadi Party,9137,0,                 
uttarpradesh-2022,SANGEET_SINGH_SOM__625.pdf,empty_const,SANGEET SINGH SOM,,,SANGEET SINGH SOM,Sardhana,Bharatiya Janata Party,625,5102,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SANJAY_KUMAR__10103.pdf,both_empty,,,,SANJAY KUMAR,Gaura,Samajwadi Party,10103,0,              
uttarpradesh-2022,SANJEEV_AGARWAL__2659.pdf,empty_const,SANJEEV KUMAR AGARWAL,,,SANJEEV AGARWAL,Bareilly Cantt.,Bharatiya Janata Party,2659,7264,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SANJEEV_KUMAR__4639.pdf,both_empty,,,,SANJEEV KUMAR,Jalesar,Bharatiya Janata Party,4639,0,           
uttarpradesh-2022,SANJEEV_KUMAR__4832.pdf,both_empty,,,,SANJEEV KUMAR,Hathras,Bahujan Samaj Party,4832,0,             
uttarpradesh-2022,SANTOSH_PANDEY__9790.pdf,both_empty,,,,SANTOSH PANDEY,Lambhua,Samajwadi Party,9790,0,                    
uttarpradesh-2022,SARITA_BHADAURIYA__4998.pdf,both_empty,,,BJP,SARITA BHADAURIYA,Etawah,Bharatiya Janata Party,4998,11633,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SAROJ_KUREEL__4940.pdf,both_empty,,,,SAROJ KUREEL,Ghatampur,Apna Dal (Soneylal),4940,0,                                     
uttarpradesh-2022,SAROJ_SONKAR__9339.pdf,both_empty,,,,SAROJ SONKAR,Balha,Bharatiya Janata Party,9339,8002,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SARVESH_AMBEDKAR__3748.pdf,empty_const,SHER SINGH YADAV,,,SARVESH AMBEDKAR,Kaimganj,Samajwadi Party,3748,3048,                                                                                                                                                      A                                                                                                                                                     
uttarpradesh-2022,SARVESH_SINGH__4893.pdf,both_empty,,,,SARVESH SINGH,Sirsaganj,Samajwadi Party,4893,0,                       
uttarpradesh-2022,SATISH_CHANDRA_SHARMA__8260.pdf,both_empty,,,,SATISH CHANDRA SHARMA,Dariyabad,Bharatiya Janata Party,8260,0,                     
uttarpradesh-2022,SATISH_KUMAR_NIGAM__4586.pdf,both_empty,,,,SATISH KUMAR NIGAM,Kalyanpur,Samajwadi Party,4586,0,            
uttarpradesh-2022,SATISH_MAHANA__2252.pdf,both_empty,,,,SATISH MAHANA,Maharajpur,Bharatiya Janata Party,2252,0,               
uttarpradesh-2022,SATYABHAN__5694.pdf,both_empty,,,,SATYABHAN,Amanpur,Samajwadi Party,5694,0,          
uttarpradesh-2022,SATYAPAL_SINGH_RATHORE__3333.pdf,both_empty,,,,SATYAPAL SINGH RATHORE,Aliganj,Bharatiya Janata Party,3333,0,               
uttarpradesh-2022,SAURABH_SINGH__9614.pdf,both_empty,,,,SAURABH SINGH,Vishwanath Ganj,Samajwadi Party,9614,0,                 
uttarpradesh-2022,SHAHID_MANZOOR__145.pdf,raw,,,,SHAHID MANZOOR,Kithore,Samajwadi Party,145,15809,"10 भारतीय गैर न्यायिक दस रुपये भारत TEN RUPEES Rs.10 TARIAL * रु.10 NCTAR ATTESTEN मेव जयते RIA WANDIA NON JUDICIAL (Regn. No.-44 उत्तर OF (ADVGOSRE, MEERUT 1-4410 IN PRADESH GOVT. OF INDIA 08AE 959402 ""प्रारूप 26” (नियम 4क देखिये) 46, किठौर, निर्वाचन विधानसभा क्षेत्र से ACTAR प्रदेश विधानसभा के निर"
uttarpradesh-2022,SHARAD_KUMAR_AWASTHI__9413.pdf,both_empty,,,,SHARAD KUMAR AWASTHI,Ram Nagar,Bharatiya Janata Party,9413,0,                 
uttarpradesh-2022,SHEETAL_KUSHWAHA__5670.pdf,both_empty,,,,SHEETAL KUSHWAHA,Madhaugarh,Bahujan Samaj Party,5670,0,                     
uttarpradesh-2022,SHIVPAL_SINGH_YADAV__3269.pdf,both_empty,,,,SHIVPAL SINGH YADAV,Jaswantnagar,Samajwadi Party,3269,0,           
uttarpradesh-2022,SHYAM_NARAYAN__10989.pdf,both_empty,,,,SHYAM NARAYAN,Mankapur,Bahujan Samaj Party,10989,0,           
uttarpradesh-2022,SIDHARTH_NATH_SINGH__8722.pdf,both_empty,,,,SIDHARTH NATH SINGH,Allahabad West,Bharatiya Janata Party,8722,0,                    
uttarpradesh-2022,SITARAM_VERMA__9807.pdf,both_empty,,,,SITARAM VERMA,Lambhua,Bharatiya Janata Party,9807,0,            
uttarpradesh-2022,SITA_RAM_KUSHWAHA__3045.pdf,both_empty,,,,SITA RAM KUSHWAHA,Jhansi Nagar,Samajwadi Party,3045,0,          
uttarpradesh-2022,SUBHASH_TRIPATHI__9304.pdf,both_empty,,,,SUBHASH TRIPATHI,Payagpur,Bharatiya Janata Party,9304,0,               
uttarpradesh-2022,SUCHI__1994.pdf,both_empty,,,,SUCHI,Bijnor,Bharatiya Janata Party,1994,13460,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SUHAIB_ALIAS_MANNU_ANSARI__13583.pdf,empty_const,NAUSHAD HUSAIN KHAN,,,SUHAIB ALIAS MANNU ANSARI,Mohammadabad,Samajwadi Party,13583,2228,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,SUMAN_SHAKYA__7950.pdf,empty_const,Shr.Supysn.S.ha.na,,,SUMAN SHAKYA,Farrukhabad,Samajwadi Party,7950,4103,                                                                                                       Fapu                                                         A                                                                                                                                       
uttarpradesh-2022,SUNIL_CHOUDHARY__432.pdf,raw,,,,SUNIL CHOUDHARY,Noida,Samajwadi Party,432,12223,                                                                                                                                                                                                                                             v                        i1i::1                                
uttarpradesh-2022,SUPRIYA_ARON__3944.pdf,both_empty,,,,SUPRIYA ARON,Bareilly Cantt.,Samajwadi Party,3944,0,
uttarpradesh-2022,SURAJ_SINGH__9250.pdf,both_empty,,,,SURAJ SINGH,Gonda,Samajwadi Party,9250,0,               
uttarpradesh-2022,SURENDRA_CHAURASIA__10013.pdf,both_empty,,,,SURENDRA CHAURASIA,Rampur Karkhana,Bharatiya Janata Party,10013,0,                     
uttarpradesh-2022,SURENDRA_MAITHANI__2064.pdf,both_empty,,,,SURENDRA MAITHANI,Govindnagar,Bharatiya Janata Party,2064,0,            
uttarpradesh-2022,SURESHWAR_SINGH__9226.pdf,both_empty,,,,SURESHWAR SINGH,Mahasi,Bharatiya Janata Party,9226,0,           
uttarpradesh-2022,SURESH_AWASTHI__1842.pdf,both_empty,,,,SURESH AWASTHI,Arya Nagar,Bharatiya Janata Party,1842,0,             
uttarpradesh-2022,SURESH_KUMAR_KHANNA__1558.pdf,empty_const,Suresh Khanna,,BJP,SURESH KUMAR KHANNA,Shahjahanpur,Bharatiya Janata Party,1558,4764,"                                                                                     t,it                                                                                                                                                                                                                   "
uttarpradesh-2022,SURESH_KUMAR__9794.pdf,both_empty,,,,SURESH KUMAR,Jagdishpur,Bharatiya Janata Party,9794,0,           
uttarpradesh-2022,SUSHIL_KUMAR_SHAKYA__1741.pdf,empty_const,SUSHIL KUMAR SHAKYA,,,SUSHIL KUMAR SHAKYA,Amritpur,Bharatiya Janata Party,1741,4783,                                    FORM 'A                                                                                       EP                                                                              T                                                                              O          
